Author,Title,Abstract
EMILY WHITING,"Data for ""using simulation to accelerate autonomous experimentation: a case study using mechanics""",
EMILY WHITING,"Data for ""a physics-informed impact model refined by multi-fidelity transfer learning""","This folder contains the experimental data for the research paper ""A physics-informed impact model refined by multi-fidelity transfer learning"" which is scheduled to be published in Extreme Mechanics Letters. The designs are broken up into several categories: TPU 1-6: Figures 1-3 TPU 7-8: Figure 4 TPU Foaming 1-14: Figure 5 Both STL and Gcode files are available for each design. Note that spiral/vase mode is used when slicing, so the part will be hollow when sliced. The proper extrusion multiplier must be used to reach the mass target for each design. The slicer settings are included in the Gcode at the end of the file. The raw data for physical experiments performed in both constant velocity tests in a universal testing machine (UTM) and impact tests using a drop tower are also included. They use the following naming structure: UTM tests: <material>_V<velocity>_<trial>.csv Note that velocity is in mm/min and trial is either a, b, or c. Only 2 mm/min velocity tests contain b and c trials. Impact tests: <material>_V<velocity>.csv Note that velocity is in m/s and goes to two decimal places."
EMILY WHITING,KnitScape: computational design and yarn-level simulation of slip and tuck colorwork knitting patterns,"Slipped and tucked stitches introduce small areas of deformation that compound and result in emergent textures on knitted fabrics. When used together with color changes and ladders, these can also produce dramatic colorwork and openwork effects. However, designing slip and tuck colorwork patterns is challenging due to the complex interactions between operations, yarns, and deformations. We present KnitScape, a browser-based tool for design and simulation of stitch patterns for knitting. KnitScape provides a design interface to specify 1) operation repeats, 2) color changes, and 3) needle positions. These inputs are used to build a graph of yarn topology and run a yarn-level spring simulation. This enables visualization of the deformation that arises from slip and tuck operations. Through its design tool and simulation, KnitScape enables rapid exploration of a complex colorwork design space. We demonstrate KnitScape with a series of example swatches."
MICHELLE SANDER,Genome-Wide Association with Select Biomarker Traits in the Framingham Heart Study,"BACKGROUND: Systemic biomarkers provide insights into disease pathogenesis, diagnosis, and risk stratification. Many systemic biomarker concentrations are heritable phenotypes. Genome-wide association studies (GWAS) provide mechanisms to investigate the genetic contributions to biomarker variability unconstrained by current knowledge of physiological relations. METHODS: We examined the association of Affymetrix 100K GeneChip single nucleotide polymorphisms (SNPs) to 22 systemic biomarker concentrations in 4 biological domains: inflammation/oxidative stress; natriuretic peptides; liver function; and vitamins. Related members of the Framingham Offspring cohort (n = 1012; mean age 59 ± 10 years, 51% women) had both phenotype and genotype data (minimum-maximum per phenotype n = 507–1008). We used Generalized Estimating Equations (GEE), Family Based Association Tests (FBAT) and variance components linkage to relate SNPs to multivariable-adjusted biomarker residuals. Autosomal SNPs (n = 70,987) meeting the following criteria were studied: minor allele frequency ≥ 10%, call rate ≥ 80% and Hardy-Weinberg equilibrium p ≥ 0.001. RESULTS: With GEE, 58 SNPs had p < 10-6: the top SNPs were rs2494250 (p = 1.00*10-14) and rs4128725 (p = 3.68*10-12) for monocyte chemoattractant protein-1 (MCP1), and rs2794520 (p = 2.83*10-8) and rs2808629 (p = 3.19*10-8) for C-reactive protein (CRP) averaged from 3 examinations (over about 20 years). With FBAT, 11 SNPs had p < 10-6: the top SNPs were the same for MCP1 (rs4128725, p = 3.28*10-8, and rs2494250, p = 3.55*10-8), and also included B-type natriuretic peptide (rs437021, p = 1.01*10-6) and Vitamin K percent undercarboxylated osteocalcin (rs2052028, p = 1.07*10-6). The peak LOD (logarithm of the odds) scores were for MCP1 (4.38, chromosome 1) and CRP (3.28, chromosome 1; previously described) concentrations; of note the 1.5 support interval included the MCP1 and CRP SNPs reported above (GEE model). Previous candidate SNP associations with circulating CRP concentrations were replicated at p < 0.05; the SNPs rs2794520 and rs2808629 are in linkage disequilibrium with previously reported SNPs. GEE, FBAT and linkage results are posted at . CONCLUSION: The Framingham GWAS represents a resource to describe potentially novel genetic influences on systemic biomarker variability. The newly described associations will need to be replicated in other studies."
MICHELLE SANDER,"Adiposity, Cardiometabolic Risk, and Vitamin D Status: The Framingham Heart Study","OBJECTIVE: Because vitamin D deficiency is associated with a variety of chronic diseases, understanding the characteristics that promote vitamin D deficiency in otherwise healthy adults could have important clinical implications. Few studies relating vitamin D deficiency to obesity have included direct measures of adiposity. Furthermore, the degree to which vitamin D is associated with metabolic traits after adjusting for adiposity measures is unclear. RESEARCH DESIGN AND METHODS: We investigated the relations of serum 25-hydroxyvitamin D (25[OH]D) concentrations with indexes of cardiometabolic risk in 3,890 nondiabetic individuals; 1,882 had subcutaneous adipose tissue (SAT) and visceral adipose tissue (VAT) volumes measured by multidetector computed tomography (CT). RESULTS: In multivariable-adjusted regression models, 25(OH)D was inversely associated with winter season, waist circumference, and serum insulin (P < 0.005 for all). In models further adjusted for CT measures, 25(OH)D was inversely related to SAT (−1.1 ng/ml per SD increment in SAT, P = 0.016) and VAT (−2.3 ng/ml per SD, P < 0.0001). The association of 25(OH)D with insulin resistance measures became nonsignificant after adjustment for VAT. Higher adiposity volumes were correlated with lower 25(OH)D across different categories of BMI, including in lean individuals (BMI <25 kg/m2). The prevalence of vitamin D deficiency (25[OH]D <20 ng/ml) was threefold higher in those with high SAT and high VAT than in those with low SAT and low VAT (P < 0.0001). CONCLUSIONS: Vitamin D status is strongly associated with variation in subcutaneous and especially visceral adiposity. The mechanisms by which adiposity promotes vitamin D deficiency warrant further study."
MICHELLE SANDER,Infrared inhibition impacts on locally initiated and propagating action potentials and the downstream synaptic transmission,"SIGNIFICANCE: Systematic studies of the physiological outputs induced by infrared (IR)-mediated inhibition of motor nerves can provide guidance for therapeutic applications and offer critical insights into IR light modulation of complex neural networks. AIM: We explore the IR-mediated inhibition of action potentials (APs) that either propagate along single axons or are initiated locally and their downstream synaptic transmission responses. APPROACH: APs were evoked locally by two-electrode current clamp or at a distance for propagating APs. The neuromuscular transmission was recorded with intracellular electrodes in muscle cells or macro-patch pipettes on terminal bouton clusters. RESULTS: IR light pulses completely and reversibly terminate the locally initiated APs firing at low frequencies, which leads to blocking of the synaptic transmission. However, IR light pulses only suppress but do not block the amplitude and duration of propagating APs nor locally initiated APs firing at high frequencies. Such suppressed APs do not influence the postsynaptic responses at a distance. While the suppression of AP amplitude and duration is similar for propagating and locally evoked APs, only the former exhibits a 7% to 21% increase in the maximum time derivative of the AP rising phase. CONCLUSIONS: The suppressed APs of motor axons can resume their waveforms after passing the localized IR light illumination site, leaving the muscular and synaptic responses unchanged. IR-mediated modulation on propagating and locally evoked APs should be considered as two separate models for axonal and somatic modulations."
ROSEMARIE ZIEDONIS,State governments as financiers of technology startups: evidence from Michigan's R&D loan program,"State governments in the United States often fund and support technology startups within their borders. Yet little is known about the magnitude with which these place-based policy interventions shift the performance trajectories of entrepreneurial firms. We provide new evidence based on 241 startups that compete for advanced research and technology commercialization loans between 2002 and 2008 through a Michigan-based program. Among applicants with project scores near the threshold required for funding, we find that award recipients are 20 to 30 percent more likely to remain in business four years after the competition relative to similar companies that seek but fail to receive funding. We also find that award receipt stimulates follow-on venture capital (VC) investments in surviving companies. The VC stimulus effect is, however, disproportionately driven by subsets of firms that are very young, relatively inexperienced at external fundraising, or located outside the dominant hub of entrepreneurial activity within the state. This distinctive pattern of heterogeneous effects remains visible for follow-on R&D financing from federal government sources, and for supplemental outcome measures that use news articles to track shifts in financing and business development activities. These findings are consistent with the view that public R&D programs are particularly beneficial when frictions in private resource markets are more severe."
ROSEMARIE ZIEDONIS,"Patent collateral, investor commitment, and the market for venture lending","This paper investigates the market for lending to technology startups (i.e., venture lending) and examines two mechanisms that may facilitate trade within it: (1) the ‘salability’ of patent collateral; and (2) the credible commitment of existing equity investors. We find that intensified trading in the secondary patent market is strongly related to the annual rate of startup lending, particularly for startups with more redeployable patent assets. Moreover, we show that the credibility of venture capitalist commitments to reinvest in their startups’ next round of financing can be critical for startup debt provision. Utilizing the crash of 2000 as a severe and unexpected capital supply shock for VCs, we show that lenders continue to finance startups with recently funded investors better able to credibly commit to refinance their portfolio companies, but withdraw from otherwise-promising projects that may have needed their funds the most. The findings are consistent with predictions of incomplete contracting and financial intermediation theory."
ROSEMARIE ZIEDONIS,How redeployable are patent assets? Evidence from failed startups,"Entrepreneurial firms are important sources of patented inventions. Yet little is known about what happens to patents ""released"" to the market when startups fail. This study provides a first look at the frequency and speed with which patents originating from failed startups are redeployed to new owners, and whether the value of patents is tied to the original venture and team. The evidence is based on 1,766 U.S. patents issued to 285 venture capital-backed startups that disband between 1988 and 2008 in three innovation-intensive sectors: medical devices, semiconductors, and software. At odds with the view that the resale market for patented inventions is illiquid, we find that most patents from these startups are sold, are sold quickly, and remain ""alive"" through renewal fee payment long after the startups are shuttered. The patents tend to be purchased by other operating companies in the same sector, and retain value beyond the original venture and team. We do find, however, that the patents and people sometimes move jointly to a new organization following the dissolution of the original venture, and explore the conditions under which such co-movement is more likely. The study provides new evidence on a phenomenon-of active markets for buying and selling patents-underexplored in the strategy literature and consequential for both entrepreneurial and established firms."
MICHELLE A AMAZEEN,Revisiting the epistemology of fact-checking,"Joseph E. Uscinski and Ryden W. Butler (2013) argue that fact-checking should be condemned to the dustbin of history because the methods fact-checkers use to select statements, consider evidence, and render judgment fail to stand up to the rigors of scientific inquiry and threaten to stifle political debate. However, the premises upon which they build their arguments are flawed. By sampling from multiple “fact-checking agencies” that do not practice fact-checking on a regular basis in a consistent manner, they perpetuate the selection effects they criticize and thus undermine their own position. Furthermore, not only do their arguments suffer from overgeneralization, they fail to offer empirical quantification to support some of their anecdotal criticisms. This rejoinder offers a study demonstrating a high level of consistency in fact-checking and argues that as long as unambiguous practices of deception continue, fact-checking has an important role to play in the United States and around the world."
MICHELLE A AMAZEEN,The agenda-setting power of fake news: A big data analysis of the online media landscape from 2014 to 2016,"This study examines the agenda-setting power of fake news and fact-checkers who fight them through a computational look at the online mediascape from 2014 to 2016. Although our study confirms that content from fake news websites is increasing, these sites do not exert excessive power. Instead, fake news has an intricately entwined relationship with online partisan media, both responding and setting its issue agenda. In 2016, partisan media appeared to be especially susceptible to the agendas of fake news, perhaps due to the election. Emerging news media are also responsive to the agendas of fake news, but to a lesser degree. Fake news coverage itself is diverging and becoming more autonomous topically. While fact-checkers are autonomous in their selection of issues to cover, they were not influential in determining the agenda of news media overall, and their influence appears to be declining, illustrating the difficulties fact-checkers face in disseminating their corrections."
MICHELLE A AMAZEEN,The effects of native advertising disclosure format on audience perceptions of legacy and online news publishers,"This experimental study examines elements of native advertising disclosures that influence consumers’ ability to recognize content as paid advertising and contrasts subsequent evaluations of legacy and digital-first publishers with those exposed to online display advertising. Although fewer than 1 in 10 participants were able to recognize native advertising, our study shows that effectively designed disclosure labels facilitate recognition. However, participants who did recognize native advertising had lessened opinions of the publisher and the institution of advertising, overall.
 This experiment with a representative sample of US adults (N = 800) examines the effects of disclosure design characteristics in sponsored news on readers’ ability to recognize such content as paid advertising, and examines whether such recognition differently affects perceptions of legacy and digital-first publishers. Although fewer than 1 in 10 participants were able to recognize native advertising, our study shows that effectively designed disclosure labels facilitate recognition. However, participants who did recognize native advertising had lessened opinions of the publisher and the institution of advertising, overall.
 "
MICHELLE A AMAZEEN,Checking the fact-checkers in 2008: predicting political ad scrutiny and assessing consistency,"Which types of political ads are most likely to draw criticism from fact-checkers? Are fact-checkers consistent in their evaluations of political ads? Examining general election television ads from the 2008 U.S. presidential race, and based upon the evaluations of FactCheck.org, PolitiFact.com, and the Washington Post's Fact Checker, this study demonstrates it was the attack ads from candidates that were most likely to draw scrutiny from the fact-checkers. Most importantly, a high level of agreement between the fact-checkers indicates their success at selecting political claims that can be consistently evaluated. While political advertisers are increasingly using evidence to support their claims, what may be more critical in drawing evaluations from fact-checkers is the verifiability of a claim. The implications of consistent fact-checking on the public, political actors, journalism and democracy are discussed. With the revelation that fact-checking can be consistently practiced, localized efforts at fact-checking need encouragement, particularly as political TV ads increasingly drown out other potential sources of information for the public and increasingly are used in downballot races, local initiatives, referendums and judicial races."
MICHELLE A AMAZEEN,The effects of disclosure format on native advertising recognition and audience perceptions of legacy and online news publishers,"This experiment with a representative sample of US adults (N=800) examines the effects of disclosure design characteristics in sponsored news on readers’ ability to recognize such content as paid advertising, and examines whether such recognition differently affects perceptions of legacy and digital-first publishers. Although fewer than 1 in 10 participants were able to recognize native advertising, our study shows that effectively designed disclosure labels facilitate recognition. However, participants who did recognize native advertising had lessened opinions of the publisher and the institution of advertising, overall."
MICHELLE A AMAZEEN,Saving media or trading on trust?,"Extending research from Wojdynski and Evans, this experimental study replicates the challenges of effectively disclosing native advertising to readers and demonstrates a promising inoculation method that increases likelihood of recognition. Moreover, this quantitative research indicates that both legacy and online news publishers were evaluated less favorably for displaying native advertising. Attitudes toward the publisher and perceptions of its credibility declined for both, although online publishers suffered greater attitudinal damage than did legacy publishers who may benefit from their established reputation."
MICHELLE A AMAZEEN,Journalistic interventions: The structural factors affecting the global emergence of fact-checking,"Since the emergence of FactCheck.org in the United States in 2003, fact-checking interventions have expanded both domestically and globally. The Duke Reporter’s Lab identified nearly 100 active initiatives around the world in 2016. Building off of previous exploratory work by Amazeen, this research utilizes the framework of critical juncture theory to examine why fact-checking interventions are spreading globally at this point in time. Seen as a professional reform movement in the journalistic community, historical research on reform movements suggests several possible factors influencing the emergence of fact-checking such as a decline in journalism, easy access to technology for the masses, and socio-political strife. This study offers empirical support that fact-checking may be understood as a democracy-building tool that emerges where democratic institutions are perceived to be weak or are under threat and examines similarities between the growth of fact-checking interventions and previous consumer reform movements. As politics increasingly adopts strategies orchestrated by marketing and advertising consultants and agencies – exemplified in the Brexit referendum – political fact-checking may benefit from examining the path of consumer reform movements. For, before fact-checking can be effective at informing individuals, it must first establish itself within a structural environment."
MICHELLE A AMAZEEN,Reinforcing attitudes in a gatewatching news era: individual-level antecedents to sharing fact-checks on social media,"Despite the prevalence of fact-checking, little is known about who posts fact-checks online. Based upon a content analysis of Facebook and Twitter digital trace data and a linked online survey (N = 783), this study reveals that sharing fact-checks in political conversations on social media is linked to age, ideology, and political behaviors. Moreover, an individual’s need for orientation (NFO) is an even stronger predictor of sharing a fact-check than ideological intensity or relevance, alone, and also influences the type of fact-check format (with or without a rating scale) that is shared. Finally, participants generally shared fact-checks to reinforce their existing attitudes. Consequently, concerns over the effects of fact-checking should move beyond a limited-effects approach (e.g., changing attitudes) to also include reinforcing accurate beliefs."
MICHELLE A AMAZEEN,Resisting covert persuasion in digital news: comparing inoculation and reactance in the processing of native advertising disclosures and in article engagement intentions,"An online experiment ( N = 931) assessing recognition of and responses to native advertising sought to explore how disclosures affect behavioral intent in digital news contexts. Findings suggest that resistance to persuasive attempts conferred by native advertising disclosures is explained by both inoculation and reactance processes and demonstrates how a simple, or generic, disclosure can inoculate people against a type of message (covert advertising mimicking authentic journalism) rather than the content of the message. Furthermore, the attenuating effect of a simple disclosure on behavioral intent is fully and serially mediated through advertising recognition, increased perception of threat to freedom, and increased reactance."
MICHELLE A AMAZEEN,Reducing Native advertising deception: revisiting the antecedents and consequences of persuasion knowledge in digital news contexts,"Building on the persuasion knowledge model, this study examines how audience characteristics and native advertising recognition influence the covert persuasion process. Among a nationally representative sample of U.S. adults (N = 738), we examined digital news readers’ recognition of a sponsored news article as advertising. Although fewer than 1 in 10 readers recognized the article as advertising, recognition was most likely among younger, more educated consumers who engaged with news media for informational purposes. Recognition led to greater counterarguing, and higher levels of informational motivation also led to less favorable evaluations of the content among recognizers. News consumers were most receptive to native advertising in a digital news context when publishers were more transparent about its commercial nature. Beyond theoretical insights into the covert persuasion process, this study offers practical utility to the advertisers, publishers, and policymakers who wish to better understand who is more likely to be confused by this type of advertising so that they can take steps to minimize deception."
MICHELLE A AMAZEEN,"The politics of memory: contesting the ""Convention Night"" version of this historic day","To the degree that the American press corps serves as the creator of the first draft of history, it is in a privileged position of shaping not only what we remember but also how we remember it. This article presents a case study of a political advertisement that aired during the 2008 U.S. presidential election. The mainstream media’s uncritical consideration of the ad invoking Martin Luther King Jr.’s memory in representing Barack Obama’s achievements suggests not only an uncontested version of racial achievements in America but also the power granted to political ads in narrating a naturalized version of memory. As political advertising increasingly drives news coverage in the U.S., the journalistic failure to scrutinize a political message beyond its face value illustrated by this case becomes all the more alarming and is indicative of a concerning disservice to the public interest."
MICHELLE A AMAZEEN,Developing an ad-reporting typology: a network analysis approach to newspaper and fact-checker coverage of the 2008 presidential election,"In a media environment where political ads influence U.S. news coverage, does the press hold politicians accountable for their ad claims? Using semantic network analysis, four types of reporting styles distinguished the ad coverage of 18 sampled newspapers and online fact-checkers from the 2008 presidential election. Horserace reporting characterized the largest group, whereas other models included partisan, he-said/she-said, and fact-checking. If educating the public about the accuracy of political ad claims is a goal of journalism, this study suggests that high-quality political adwatching following the fact-checking journalistic model did not predominate in the 2008 political ad coverage of newspapers."
MICHELLE A AMAZEEN,Correcting political and consumer misperceptions,"While fact-checking has grown dramatically in the last decade, little is known about the relative effectiveness of different formats in correcting false beliefs or overcoming partisan resistance to new information. This article addresses that gap by using theories from communication and psychology to compare two prevailing approaches: An online experiment examined how the use of visual “truth scales” interacts with partisanship to shape the effectiveness of corrections. We find that truth scales make fact-checks more effective in some conditions. Contrary to theoretical predictions and the fears of some journalists, their use does not increase partisan backlash against the correction or the organization that produced it."
MICHELLE A AMAZEEN,Sharing native advertising on Twitter: content analyses examining disclosure practices and their inoculating influence,"Based upon a large data set of tweets linking to native advertising in leading U.S. news publications, this study provides a content analysis of the practice of native advertising disclosure in the field and explores whether disclosures serve the inoculating function of resistance to persuasion. Leveraging the Persuasion Knowledge Model (Friestad & Wright, 1994) and inoculation theory (McGuire, 1964), results show a) regular use of disclosures on publisher landing pages, b) the absence of disclosures in over half of publisher thumbnail images, and c) the presence of disclosures corresponded to an increased likelihood of negatively-valenced posts."
MICHELLE A AMAZEEN,Practitioner perceptions: critical junctures and the global emergence and challenges of fact-checking,"Since 2003 and the emergence of FactCheck.org in the United States, fact-checking has expanded both domestically and internationally. As of February, 2016, the Duke Reporter’s Lab identified nearly 100 active initiatives around the world. This research explores why fact-checking is spreading globally at this point in time. Seen as a professional reform movement in the journalistic community (Graves, 2016), historical research on reform movements suggest several possible factors influencing the emergence of fact-checking including a decline in journalism, easy access to technology for the masses, and socio-political strife (McChesney, 2007; Pickard, 2015; Stole, 2006). Using a phenomenological approach, two focus groups were conducted among fact-checkers during the 2015 Global Fact-checking Summit in London, England. Participants shared rich experiences about conditions and contexts surrounding the emergence and challenges facing their organizations. Ultimately, as the purpose of this research is to help future fact-checkers around the world become aware of the circumstances under which fact-checking is most likely to emerge and thrive (or fail), recommendations from current global practitioners are offered."
MICHELLE A AMAZEEN,"Missing voices: examining how misinformation-susceptible individuals from underrepresented communities engage, perceive, and combat science misinformation","This study examines how misinformation-susceptible individuals from historically excluded and marginalized communities engage with science topics (e.g., climate change, vaccines, and health/wellness) and interpret misinformation and corrective intervention strategies. Two focus groups reveal that most participants are highly distrustful of authority figures, celebrity endorsements, and fact-checking strategies to combat misinformation. As one of the first studies to explore underrepresented community members’ experiences with science misinformation, findings reveal structural and institutional power dynamics that impede access to accurate information and indicate how missing voices must be included in the efforts at media and information literacy initiatives."
MICHELLE A AMAZEEN,News in an era of content confusion: effects of news use motivations and context on native advertising and digital news perceptions,"This study examined the effects of differing native advertising framing contexts (hard versus soft news) and individuals’ news use motivations on ability to perceive commercialized content, evaluations of native advertising, and ensuing digital news perceptions. Based upon the framework of the persuasion knowledge model, an online experiment was conducted among a sample of U.S. adults (N = 684). When revealed as advertising, people were more likely to perceive the hard news rather than the soft news framing as commercial in nature. Furthermore, hard news approaches to native advertising were perceived unfavorably by audiences and tarnished the subsequent reporting of actual journalists."
MICHELLE A AMAZEEN,Native advertising in a mobile era: effects of ability and motivation on recognition in digital news contexts,"Digital news is progressively blurring with commercial content at the same time that mobile technology is increasingly being used to access news. To understand if these trends affect ability to distinguish news from covert advertising, two experiments were conducted examining whether viewing content on a mobile device versus computer interacts with motivation levels in affecting recognition of native advertising. Consistent with tenets of the Covert Advertising Recognition and Effects model, results show that although people with greater motivation to process media content were more likely to recognize native advertising, it was not enough to compensate for the reduced ability to process information inherent with mobile consumption."
