Author,Title,Abstract
DEBORAH A FRANK,"The medical student: v. 15, no. 1-8.",
TIMOTHY S SIMCOE,The economics of reproducibility in preclinical research,"Low reproducibility rates within life science research undermine cumulative knowledge production and contribute to both delays and costs of therapeutic drug development. An analysis of past studies indicates that the cumulative (total) prevalence of irreproducible preclinical research exceeds 50%, resulting in approximately US$28,000,000,000 (US$28B)/year spent on preclinical research that is not reproducible—in the United States alone. We outline a framework for solutions and a plan for long-term improvements in reproducibility rates that will help to accelerate the discovery of life-saving therapies and cures."
DUNCAN M FITZGERALD,Following the sand grains,"When longshore transport systems encounter tidal inlets, complex mechanisms are involved in bypassing sand to downdrift barriers. Here, this process is examined at Plum Island Sound and Essex Inlets, Massachusetts, USA. One major finding from this study is that sand is transferred along the coast—especially at tidal inlets—by parcels, in discrete steps, and over decadal-scale periods. The southerly orientation of the main-ebb channel at Plum Island Sound, coupled with the landward migration of bars from the ebb delta to the central portion of the downdrift Castle Neck barrier island, have formed a beach protuberance. During the constructional phase, sand is sequestered at the protuberance and the spit-end of the barrier becomes sediment starved, leading to shoreline retreat and a broadening of the spit platform at the mouth to Essex Bay (downdrift side of Castle Neck). Storm-induced sand transport from erosion of the spit and across the spit platform is washed into Essex Bay, filling channels and enlarging flood deltas. This study illustrates the pathways and processes of sand transfer along the shoreline of a barrier-island/tidal-inlet system and provides an important example of the processes that future hydrodynamic and sediment-transport modeling should strive to replicate."
DUNCAN M FITZGERALD,"Causal relationships among sea level rise, marsh crab activity, and salt marsh geomorphology",
DAVID ATKINSON,Reproductive inequality in humans and other mammals,"To address claims of human exceptionalism, we determine where humans fit within the greater mammalian distribution of reproductive inequality. We show that humans exhibit lower reproductive skew (i.e., inequality in the number of surviving offspring) among males and smaller sex differences in reproductive skew than most other mammals, while nevertheless falling within the mammalian range. Additionally, female reproductive skew is higher in polygynous human populations than in polygynous nonhumans mammals on average. This patterning of skew can be attributed in part to the prevalence of monogamy in humans compared to the predominance of polygyny in nonhuman mammals, to the limited degree of polygyny in the human societies that practice it, and to the importance of unequally held rival resources to women's fitness. The muted reproductive inequality observed in humans appears to be linked to several unusual characteristics of our species-including high levels of cooperation among males, high dependence on unequally held rival resources, complementarities between maternal and paternal investment, as well as social and legal institutions that enforce monogamous norms."
ADAM LERNER,Loss of AND-34/BCAR3 Expression in Mice Results in Rupture of the Adult Lens,"PURPOSE. AND-34/BCAR3 (Breast Cancer Anti-Estrogen Resistance 3) associates with the focal adhesion adaptor protein, p130CAS/BCAR1. Expression of AND-34 regulates epithelial cell growth pattern, motility, and growth factor dependence. We sought to establish the effects of the loss of AND-34 expression in a mammalian organism. METHODS. AND-34−/− mice were generated by homologous recombination. Histopathology, in situ hybridization, and western blotting were performed on murine tissues. RESULTS. Western analyses confirmed total loss of expression in AND-34−/− splenic lymphocytes. Mice lacking AND-34 are fertile and have normal longevity. While AND-34 is widely expressed in wild type mice, histologic analysis of multiple organs in AND-34−/− mice is unremarkable and analyses of lymphocyte development show no overt changes. A small percentage of AND-34−/− mice show distinctive small white eye lesions resulting from the migration of ruptured cortical lens tissue into the anterior chamber. Following initial vacuolization and liquefaction of the lens cortex first observed at postnatal day three, posterior lens rupture occurs in all AND-34−/− mice, beginning as early as three weeks and seen in all mice at three months. Western blot analysis and in situ hybridization confirmed the presence of AND-34 RNA and protein in lens epithelial cells, particularly at the lens equator. Prior data link AND-34 expression to the activation of Akt signaling. While Akt Ser 473 phosphorylation was readily detectable in AND-34+/+ lens epithelial cells, it was markedly reduced in the AND-34−/− lens epithelium. Basal levels of p130Cas phosphorylation were higher in AND-34+/+ than in AND-34−/− lens epithelium. CONCLUSIONS. These results demonstrate the loss of AND-34 dysregulates focal adhesion complex signaling in lens epithelial cells and suggest that AND-34-mediated signaling is required for maintenance of the structural integrity of the adult ocular lens."
ANATOLI POLKOVNIKOV,Variational Schrieffer-Wolff transformations for quantum many-body dynamics,"Building on recent results for adiabatic gauge potentials, we propose a variational approach for computing the generator of Schrieffer-Wolff transformations. These transformations consist of block diagonalizing a Hamiltonian through a unitary rotation, which leads to effective dynamics in a computationally tractable reduced Hilbert space. The generators of these rotations are computed variationally and thus go beyond standard perturbative methods, with error controlled by the locality of the variational ansatz. The method is demonstrated on two models. First, in the attractive Fermi-Hubbard model with onsite disorder, we find indications of a lack of observable many-body localization in the thermodynamic limit due to the inevitable mixture of different spinon sectors. Second, in the low-energy sector of the XY spin model with a broken U(1) symmetry, we analyze ground-state response functions by combining the variational Schrieffer-Wolf transformation with the truncated spectrum approach."
ANATOLI POLKOVNIKOV,Floquet-engineering counterdiabatic protocols in quantum many-body systems,"Counterdiabatic (CD) driving presents a way of generating adiabatic dynamics at an arbitrary pace, where excitations due to nonadiabaticity are exactly compensated by adding an auxiliary driving term to the Hamiltonian. While this CD term is theoretically known and given by the adiabatic gauge potential, obtaining and implementing this potential in many-body systems is a formidable task, requiring knowledge of the spectral properties of the instantaneous Hamiltonians and control of highly nonlocal multibody interactions. We show how an approximate gauge potential can be systematically built up as a series of nested commutators, remaining well defined in the thermodynamic limit. Furthermore, the resulting CD driving protocols can be realized up to arbitrary order without leaving the available control space using tools from periodically driven (Floquet) systems. This is illustrated on few- and many-body quantum systems, where the resulting Floquet protocols significantly suppress dissipation and provide a drastic increase in fidelity."
ANATOLI POLKOVNIKOV,Quantum hydrodynamics in spin chains with phase space methods,"Connecting short time microscopic dynamics with long time hydrodynamics in strongly correlated quantum systems is one of the outstanding questions. In particular, it is very difficult to determine various hydrodynamic coefficients like the diffusion constant or viscosity starting from a microscopic model: exact quantum simulations are limited to either small system sizes or to short times, which are insufficient to reach asymptotic behavior. In this Letter, we show that these difficulties, at least for a particular model, can be circumvented by using the cluster truncated Wigner approximation (CTWA), which maps quantum Hamiltonian dynamics into classical Hamiltonian dynamics in auxiliary high-dimensional phase space. We apply CTWA to a XXZ next-nearest-neighbor spin 1/2 chain and find behavior consisting of short time spin relaxation which gradually crosses over to emergent diffusive behavior at long times. For a random initial state we show that CTWA correctly reproduces the whole spin spectral function. Necessary in this construction is sampling from properly fluctuating initial conditions: the Dirac mean-field (variational) ansatz, which neglects such fluctuations, leads to incorrect predictions."
ANATOLI POLKOVNIKOV,Gaussian ensemble for quantum integrable dynamics,"We propose a Gaussian ensemble as a description of the long-time dynamics of isolated quantum integrable systems. Our approach extends the Generalized Gibbs Ensemble (GGE) by incorporating fluctuations of integrals of motion. It is asymptotically exact in the classical limit irrespective of the system size and, under appropriate conditions, in the thermodynamic limit irrespective of the value of Planck’s constant. Moreover, it captures quantum corrections near the classical limit, finite size corrections near the thermodynamic limit, and is valid in the presence of non-local interactions. The Gaussian ensemble bridges the gap between classical integrable systems, where a generalized microcanonical ensemble is exact even for few degrees of freedom, and GGE, which requires thermodynamic limit. We illustrate our results with examples of increasing complexity."
ANATOLI POLKOVNIKOV,Geometry and non-adiabatic response in quantum and classical systems,"In these lecture notes, partly based on a course taught at the Karpacz Winter School in March 2014, we explore the close connections between non-adiabatic response of a system with respect to macroscopic parameters and the geometry of quantum and classical states. We center our discussion around adiabatic gauge potentials, which are the generators of unitary basis transformations in quantum systems and generators of special canonical transformations in classical systems. In quantum systems, eigenstate expectation values of these potentials are the Berry connections and the covariance matrix of these gauge potentials is the geometric tensor, whose antisymmetric part defines the Berry curvature and whose symmetric part is the Fubini-Study metric tensor. In classical systems one simply replaces the eigenstate expectation value by an average over the micro-canonical shell. For complicated interacting systems, we show that a variational principle may be used to derive approximate gauge potentials. We then express the non-adiabatic response of the physical observables of the system through these gauge potentials, specifically demonstrating the close connection of the geometric tensor to the notions of Lorentz force and renormalized mass. We highlight applications of this formalism to deriving counter-diabatic (dissipationless) driving protocols in various systems, as well as to finding equations of motion for slow macroscopic parameters coupled to fast microscopic degrees of freedom that go beyond macroscopic Hamiltonian dynamics. Finally, we illustrate these ideas with a number of simple examples and highlight a few more complicated ones drawn from recent literature."
ANATOLI POLKOVNIKOV,Integrable Floquet dynamics,"We discuss several classes of integrable Floquet systems, i.e. systems which do not exhibit chaotic behavior even under a time dependent perturbation. The first class is associated with finite-dimensional Lie groups and infinite-dimensional generalization thereof. The second class is related to the row transfer matrices of the 2D statistical mechanics models. The third class of models, called here ""boost models"", is constructed as a periodic interchange of two Hamiltonians - one is the integrable lattice model Hamiltonian, while the second is the boost operator. The latter for known cases coincides with the entanglement Hamiltonian and is closely related to the corner transfer matrix of the corresponding 2D statistical models. We present several explicit examples. As an interesting application of the boost models we discuss a possibility of generating periodically oscillating states with the period different from that of the driving field. In particular, one can realize an oscillating state by performing a static quench to a boost operator. We term this state a ""Quantum Boost Clock"". All analyzed setups can be readily realized experimentally, for example in cod atoms."
ANATOLI POLKOVNIKOV,Adiabatic eigenstate deformations as a sensitive probe for quantum chaos,"In the past decades, it was recognized that quantum chaos, which is essential for the emergence of statistical mechanics and thermodynamics, manifests itself in the effective description of the eigenstates of chaotic Hamiltonians through random matrix ensembles and the eigenstate thermalization hypothesis. Standard measures of chaos in quantum many-body systems are level statistics and the spectral form factor. In this work, we show that the norm of the adiabatic gauge potential, the generator of adiabatic deformations between eigenstates, serves as a much more sensitive measure of quantum chaos. We are able to detect transitions from integrable to chaotic behavior at perturbation strengths orders of magnitude smaller than those required for standard measures. Using this alternative probe in two generic classes of spin chains, we show that the chaotic threshold decreases exponentially with system size and that one can immediately detect integrability-breaking (chaotic) perturbations by analyzing infinitesimal perturbations even at the integrable point. In some cases, small integrability breaking is shown to lead to anomalously slow relaxation of the system, exponentially long in system size."
ANATOLI POLKOVNIKOV,Minimizing irreversible losses in quantum systems by local counterdiabatic driving,"Counterdiabatic driving protocols have been proposed [Demirplak M, Rice SA (2003) J Chem Phys A 107:9937-9945; Berry M (2009) J Phys A Math Theor 42:365303] as a means to make fast changes in the Hamiltonian without exciting transitions. Such driving in principle allows one to realize arbitrarily fast annealing protocols or implement fast dissipationless driving, circumventing standard adiabatic limitations requiring infinitesimally slow rates. These ideas were tested and used both experimentally and theoretically in small systems, but in larger chaotic systems, it is known that exact counterdiabatic protocols do not exist. In this work, we develop a simple variational approach allowing one to find the best possible counterdiabatic protocols given physical constraints, like locality. These protocols are easy to derive and implement both experimentally and numerically. We show that, using these approximate protocols, one can drastically suppress heating and increase fidelity of quantum annealing protocols in complex many-particle systems. In the fast limit, these protocols provide an effective dual description of adiabatic dynamics, where the coupling constant plays the role of time and the counterdiabatic term plays the role of the Hamiltonian."
ANATOLI POLKOVNIKOV,Quantum eigenstates from classical Gibbs distributions,"We discuss how the language of wave functions (state vectors) and associated non-commuting Hermitian operators naturally emerges from classical mechanics by applying the inverse Wigner-Weyl transform to the phase space probability distribution and observables. In this language, the Schr\""odinger equation follows from the Liouville equation, with ℏ now a free parameter. Classical stationary distributions can be represented as sums over stationary states with discrete (quantized) energies, where these states directly correspond to quantum eigenstates. Interestingly, it is now classical mechanics which allows for apparent negative probabilities to occupy eigenstates, dual to the negative probabilities in Wigner's quasiprobability distribution. These negative probabilities are shown to disappear when allowing sufficient uncertainty in the classical distributions. We show that this correspondence is particularly pronounced for canonical Gibbs ensembles, where classical eigenstates satisfy an integral eigenvalue equation that reduces to the Schr\""odinger equation in a saddle-point approximation controlled by the inverse temperature. We illustrate this correspondence by showing that some paradigmatic examples such as tunneling, band structures, Berry phases, Landau levels, level statistics and quantum eigenstates in chaotic potentials can be reproduced to a surprising precision from a classical Gibbs ensemble, without any reference to quantum mechanics and with all parameters (including ℏ) on the order of unity."
ANATOLI POLKOVNIKOV,Adiabatic landscape and optimal paths in ergodic systems,"Whether one is interested in quantum state preparation or in the design of efficient heat engines, adiabatic (reversible) transformations play a pivotal role in minimizing computational complexity and energy losses. Understanding the structure of these transformations and identifying the systems for which such transformations can be performed efficiently and quickly is therefore of primary importance. In this paper we focus on finding optimal paths in the space of couplings controlling the system's Hamiltonian. More specifically, starting from a local Hamiltonian we analyze directions in the space of couplings along which adiabatic transformations can be accurately generated by local operators, which are both realizable in experiments and easy to simulate numerically. We consider a nonintegrable 1D Ising model parametrized by two independent couplings, corresponding to longitudinal and transverse magnetic fields. We find regions in the space of couplings characterized by a very strong anisotropy of the variational adiabatic gauge potential (AGP), generating the adiabatic transformations, which allows us to define optimal adiabatic paths. We find that these paths generally terminate at singular points characterized by extensive degeneracies in the energy spectrum, splitting the parameter space into adiabatically disconnected regions. The anisotropy follows from singularities in the AGP, and we identify special robust weakly thermalizing and nonabsorbing many-body “dark” states which are annihilated by the singular part of the AGP and show that their existence extends deep into the ergodic regime."
ANATOLI POLKOVNIKOV,Floquet-engineered quantum state manipulation in a noisy qubit,"Adiabatic evolution is a common strategy for manipulating quantum states and has been employed in diverse fields such as quantum simulation, computation and annealing. However, adiabatic evolution is inherently slow and therefore susceptible to decoherence. Existing methods for speeding up adiabatic evolution require complex many-body operators or are difficult to construct for multi-level systems. Using the tools of Floquet engineering, we design a scheme for high-fidelity quantum state manipulation, utilizing only the interactions available in the original Hamiltonian. We apply this approach to a qubit and experimentally demonstrate its performance with the electronic spin of a Nitrogen-vacancy center in diamond. Our Floquet-engineered protocol achieves state preparation fidelity of $0.994 \pm 0.004$, on the same level as the conventional fast-forward protocol, but is more robust to external noise acting on the qubit. Floquet engineering provides a powerful platform for high-fidelity quantum state manipulation in complex and noisy quantum systems."
ANATOLI POLKOVNIKOV,Enabling adiabatic passages between disjoint regions in parameter space through topological transitions,"We explore topological transitions in parameter space in order to enable adiabatic passages between regions adiabatically disconnected within a given parameter manifold. To this end, we study the Hamiltonian of two coupled qubits interacting with external magnetic fields, and make use of the analogy between the Berry curvature and magnetic fields in parameter space, with spectrum degeneracies associated to magnetic charges. Symmetry-breaking terms induce sharp topological transitions on these charge distributions, and we show how one can exploit this effect to bypass crossing degeneracies. We also investigate the curl of the Berry curvature, an interesting but as of yet not fully explored object, which together with its divergence uniquely defines this field. Finally, we suggest a simple method for measuring the Berry curvature, thereby showing how one can experimentally verify our results."
ANATOLI POLKOVNIKOV,Cluster truncated Wigner approximation in strongly interacting systems,"We present a general method by which linear quantum Hamiltonian dynamics with exponentially many degrees of freedom is replaced by approximate classical nonlinear dynamics with the number of degrees of freedom (phase space dimensionality) scaling polynomially in the system size. This method is based on generalization of the truncated Wigner approximation (TWA) to a higher dimensional phase space, where phase space variables are associated with a complete set of quantum operators spanning finite size clusters. The method becomes asymptotically exact with increasing cluster size. The crucial feature of TWA is fluctuating initial conditions, which we approximate by a Gaussian distribution. We show that such fluctuations dramatically increase accuracy of TWA over traditional cluster mean-field approximations. In this way we can treat on equal footing quantum and thermal fluctuations as well as compute entanglement and various equal and non-equal time correlation functions. The main limitation of the method is exponential scaling of the phase space dimensionality with the cluster size, which can be significantly reduced by using the language of Schwinger bosons and can likely be further reduced by truncating the local Hilbert space variables. We demonstrate the power of this method analyzing dynamics in various spin chains with and without disorder and show that we can capture such phenomena as long time hydrodynamic relaxation, many-body localization and the ballistic spread of entanglement."
ANATOLI POLKOVNIKOV,Replica resummation of the Baker-Campbell-Hausdorff series,"We developed a novel perturbative expansion based on the replica trick for the Floquet Hamiltonian governing the dynamics of periodically kicked systems where the kick strength is the small parameter. The expansion is formally equivalent to an infinite resummation of the Baker-Campbell-Hausdorff series in the un-driven (non-perturbed) Hamiltonian, while considering terms up to a finite order in the kick strength. As an application of the replica expansion, we analyze an Ising spin 1/2 chain periodically kicked with magnetic field of strength h, which has both longitudinal and transverse components. We demonstrate that even away from the regime of high frequency driving, the heating rate is nonperturbative in the kick strength bounded from above by a stretched exponential: e^-consth^-1/2. This guarantees existence of a very long pre-thermal regime, where the dynamics is governed by the Floquet Hamiltonian obtained from the replica expansion."
ANATOLI POLKOVNIKOV,Dynamical stability of a many-body Kapitza pendulum,"We consider a many-body generalization of the Kapitza pendulum: the periodically-driven sine–Gordon model. We show that this interacting system is dynamically stable to periodic drives with finite frequency and amplitude. This finding is in contrast to the common belief that periodically-driven unbounded interacting systems should always tend to an absorbing infinite-temperature state. The transition to an unstable absorbing state is described by a change in the sign of the kinetic term in the Floquet Hamiltonian and controlled by the short-wavelength degrees of freedom. We investigate the stability phase diagram through an analytic high-frequency expansion, a self-consistent variational approach, and a numeric semiclassical calculation. Classical and quantum experiments are proposed to verify the validity of our results."
ANATOLI POLKOVNIKOV,Thermalization in small quantum systems,"Chaos and ergodicity are the cornerstones of statistical physics and thermodynamics. While classically even small systems like a particle in a two-dimensional cavity, can exhibit chaotic behavior and thereby relax to a microcanonical ensemble, quantum systems formally can not. Recent theoretical breakthroughs and, in particular, the eigenstate thermalization hypothesis (ETH) however indicate that quantum systems can also thermalize. In fact ETH provided us with a framework connecting microscopic models and macroscopic phenomena, based on the notion of highly entangled quantum states. Such thermalization was beautifully demonstrated experimentally by A. Kaufman et. al. who studied relaxation dynamics of a small lattice system of interacting bosonic particles. By directly measuring the entanglement entropy of subsystems, as well as other observables, they showed that after the initial transient time the system locally relaxes to a thermal ensemble while globally maintaining a zero-entropy pure state."
ANATOLI POLKOVNIKOV,From quantum chaos and eigenstate thermalization to statistical mechanics and thermodynamics,"This review gives a pedagogical introduction to the eigenstate thermalization hypothesis (ETH), its basis, and its implications to statistical mechanics and thermodynamics. In the first part, ETH is introduced as a natural extension of ideas from quantum chaos and random matrix theory (RMT). To this end, we present a brief overview of classical and quantum chaos, as well as RMT and some of its most important predictions. The latter include the statistics of energy levels, eigenstate components, and matrix elements of observables. Building on these, we introduce the ETH and show that it allows one to describe thermalization in isolated chaotic systems without invoking the notion of an external bath. We examine numerical evidence of eigenstate thermalization from studies of many-body lattice systems. We also introduce the concept of a quench as a means of taking isolated systems out of equilibrium, and discuss results of numerical experiments on quantum quenches. The second part of the review explores the implications of quantum chaos and ETH to thermodynamics. Basic thermodynamic relations are derived, including the second law of thermodynamics, the fundamental thermodynamic relation, fluctuation theorems, the fluctuation–dissipation relation, and the Einstein and Onsager relations. In particular, it is shown that quantum chaos allows one to prove these relations for individual Hamiltonian eigenstates and thus extend them to arbitrary stationary statistical ensembles. In some cases, it is possible to extend their regimes of applicability beyond the standard thermal equilibrium domain. We then show how one can use these relations to obtain nontrivial universal energy distributions in continuously driven systems. At the end of the review, we briefly discuss the relaxation dynamics and description after relaxation of integrable quantum systems, for which ETH is violated. We present results from numerical experiments and analytical studies of quantum quenches at integrability. We introduce the concept of the generalized Gibbs ensemble and discuss its connection with ideas of prethermalization in weakly interacting systems."
ANATOLI POLKOVNIKOV,Negative mass corrections in a dissipative stochastic environment,"We study the dynamics of a macroscopic object interacting with a dissipative stochastic environment using an adiabatic perturbation theory. The perturbation theory reproduces known expressions for the friction coefficient and, surprisingly, gives an additional negative mass correction. The effect of the negative mass correction is illustrated by studying a harmonic oscillator interacting with a dissipative stochastic environment. While it is well known that the friction coefficient causes a reduction of the oscillation frequency, we show that the negative mass correction can lead to its enhancement. By studying an exactly solvable model of a magnet coupled to a spin environment evolving under standard non-conserving dynamics we show that the effect is present even beyond the validity of the adiabatic perturbation theory."
ANATOLI POLKOVNIKOV,The second law of thermodynamics under unitary evolution and external operations,"The von Neumann entropy cannot represent the thermodynamic entropy of equilibrium pure states in isolated quantum systems. The diagonal entropy, which is the Shannon entropy in the energy eigenbasis at each instant of time, is a natural generalization of the von Neumann entropy and applicable to equilibrium pure states. We show that the diagonal entropy is consistent with the second law of thermodynamics upon arbitrary external unitary operations. In terms of the diagonal entropy, thermodynamic irreversibility follows from the facts that quantum trajectories under unitary evolution are restricted by the Hamiltonian dynamics and that the external operation is performed without reference to the microscopic state of the system."
ANATOLI POLKOVNIKOV,Quantum versus classical annealing: insights from scaling theory and results for spin glasses on 3-regular graphs,"We discuss an Ising spin glass where each S=1/2 spin is coupled antiferromagnetically to three other spins (3-regular graphs). Inducing quantum fluctuations by a time-dependent transverse field, we use out-of-equilibrium quantum Monte Carlo simulations to study dynamic scaling at the quantum glass transition. Comparing the dynamic exponent and other critical exponents with those of the classical (temperature-driven) transition, we conclude that quantum annealing is less efficient than classical simulated annealing in bringing the system into the glass phase. Quantum computing based on the quantum annealing paradigm is therefore inferior to classical simulated annealing for this class of problems. We also comment on previous simulations where a parameter is changed with the simulation time, which is very different from the true Hamiltonian dynamics simulated here."
ANATOLI POLKOVNIKOV,Universal dynamic scaling in three-dimensional Ising spin glasses,"We use a nonequilibrium Monte Carlo simulation method and dynamical scaling to study the phase transition in three-dimensional Ising spin glasses. The transition point is repeatedly approached at finite velocity v (temperature change versus time) in Monte Carlo simulations starting at a high temperature. This approach has the advantage that the equilibrium limit does not have to be strictly reached for a scaling analysis to yield critical exponents. For the dynamic exponent we obtain z=5.85(9) for bimodal couplings distribution and z=6.00(10) for the Gaussian case. Assuming universal dynamic scaling, we combine the two results and obtain z=5.93±0.07 for generic 3D Ising spin glasses."
ANATOLI POLKOVNIKOV,Slow quenches in a quantum Ising chain: dynamical phase transitions and topology,"We study the slow quenching dynamics (characterized by an inverse rate τ−1) of a one-dimensional transverse Ising chain with nearest neighbor ferromagentic interactions across the quantum critical point (QCP) and analyze the Loschmidt overlap measured using the subsequent temporal evolution of the final wave function (reached at the end of the quenching) with the final time-independent Hamiltonian. Studying the Fisher zeros of the corresponding generalized “partition function,” we probe nonanalyticities manifested in the rate function of the return probability known as dynamical phase transitions (DPTs). In contrast to the sudden quenching case, we show that DPTs survive in the subsequent temporal evolution following the quenching across two critical points of the model for a sufficiently slow rate; furthermore, an interesting “lobe” structure of Fisher zeros emerge. We have also made a connection to topological aspects studying the dynamical topological order parameter [νD(t)] as a function of time (t) measured from the instant when the quenching is complete. Remarkably, the time evolution of νD(t) exhibits drastically different behavior following quenches across a single QCP and two QCPs. In the former case, νD(t) increases stepwise by unity at every DPT (i.e., ΔνD=1). In the latter case, on the other hand, νD(t) essentially oscillates between 0 and 1 (i.e., successive DPTs occur with ΔνD=1 and ΔνD=−1, respectively), except for instants where it shows a sudden jump by a factor of unity when two successive DPTs carry a topological charge of the same sign."
ANATOLI POLKOVNIKOV,Dynamic trapping near a quantum critical point,"The study of dynamics in closed quantum systems has been revitalized by the emergence of experimental systems that are well-isolated from their environment. In this paper, we consider the closed-system dynamics of an archetypal model: spins driven across a second-order quantum critical point, which are traditionally described by the Kibble-Zurek mechanism. Imbuing the driving field with Newtonian dynamics, we find that the full closed system exhibits a robust new phenomenon—dynamic critical trapping—in which the system is self-trapped near the critical point due to efficient absorption of field kinetic energy by heating the quantum spins. We quantify limits in which this phenomenon can be observed and generalize these results by developing a Kibble-Zurek scaling theory that incorporates the dynamic field. Our findings can potentially be interesting in the context of early universe physics, where the role of the driving field is played by the inflaton or a modulus field."
