Author,Title,Abstract
KEVIN JAMES LANE,The long-baseline neutrino experiment: exploring fundamental symmetries of the universe,"The preponderance of matter over antimatter in the early Universe, the dynamics of the supernova bursts that produced the heavy elements necessary for life and whether protons eventually decay --- these mysteries at the forefront of particle physics and astrophysics are key to understanding the early evolution of our Universe, its current state and its eventual fate. The Long-Baseline Neutrino Experiment (LBNE) represents an extensively developed plan for a world-class experiment dedicated to addressing these questions. LBNE is conceived around three central components: (1) a new, high-intensity neutrino source generated from a megawatt-class proton accelerator at Fermi National Accelerator Laboratory, (2) a near neutrino detector just downstream of the source, and (3) a massive liquid argon time-projection chamber deployed as a far detector deep underground at the Sanford Underground Research Facility. This facility, located at the site of the former Homestake Mine in Lead, South Dakota, is approximately 1,300 km from the neutrino source at Fermilab -- a distance (baseline) that delivers optimal sensitivity to neutrino charge-parity symmetry violation and mass ordering effects. This ambitious yet cost-effective design incorporates scalability and flexibility and can accommodate a variety of upgrades and contributions. With its exceptional combination of experimental configuration, technical capabilities, and potential for transformative discoveries, LBNE promises to be a vital facility for the field of particle physics worldwide, providing physicists from around the globe with opportunities to collaborate in a twenty to thirty year program of exciting science. In this document we provide a comprehensive overview of LBNE's scientific objectives, its place in the landscape of neutrino physics worldwide, the technologies it will incorporate and the capabilities it will possess."
ELIZABETH COPPOCK,Clefts: Quite the contrary!,"Much of the previous literature on English it-clefts – sentences of the form ‘It is X that Z’ – concentrates on the nature and status of the exhaustivity inference (‘nobody/nothing other than X Z’). This paper concerns the way in which it-clefts signal contrast. We argue that it-clefts signal a type of contrast that does not merely involve a salient antecedent, as on more traditional characterizations of contrast such as those of e.g. Kiss (1998) and Rooth (1992), but also involves a conflict between the speaker’s and the hearer’s beliefs, as under the characterization of contrast given by Zimmermann (2008, 2011), which we term contrariness. Results of a felicity judgment experiment suggest that clefts do have a preference for contrariness, and one which has a gradient effect on felicity judgments: the more strongly interlocutors appear committed to an apparently false notion, the better it is to repudiate them with a cleft."
ELIZABETH COPPOCK,"Quantity superlatives in Germanic, or, ‘Life on the fault line between adjective and determiner'","This paper concerns the superlative forms of the words many, much, few, and little, and their equivalents in other Germanic languages (German, Dutch, Swedish, Norwegian, Danish, Dalecarlian, Icelandic, and Faroese). It demonstrates that every possible relationship between definiteness and interpretation is attested. It also demonstrates that agreement mismatches are found with relative readings and with proportional readings, but different kinds of agreement mismatches in each case. One consistent pattern is that a quantity superlative with adverbial morphology and neuter singular agreement features is used with relative superlatives. On the other hand, quantity superlatives with proportional readings always agree in number. I conclude that quantity superlatives are not structurally analogous to quality superlatives on either relative or proportional readings, but they depart from a plain attributive structure in different ways. On relative readings they can be akin to pseudopartitives (as in a cup of tea), while proportional readings are more closely related to partitives (as in a piece of the cake). More specifically, I suggest that the agreement features of a superlative exhibits depend on the domain from which the target is drawn (the target-domain hypothesis). When the target is a degree, as it is with adverbial superlatives and certain relative superlatives, default neuter singular emerges. Definiteness there is driven by the same process that drives definiteness with adverbial superlatives. With proportional readings, the target argument of the superlative is a subpart or subset of the domain indicated by the substance noun, hence number agreement. Subtle aspects of how the comparison class and the superlative marker are construed determine definiteness for proportional readings."
ELIZABETH COPPOCK,Absolut superlativ i samtida språkbruk,"In this article we report on a corpus study of elative superlatives in contemporary Swedish. Elative superlatives differ from ordinary superlatives in that no direct comparison with other referents is involved. Instead a referent is said to have the property expressed by the adjective to a very high degree. In Swedish, elative superlatives are formally distinct from ordinary superlatives (they lack the post-nominal clitic article) which means that they can be found in corpus searches. We show that elative superlatives have expressive function and are typically used in emphatic assertions which are intended to make the strongest possible claim in a given situation. Elative superlatives are used in all grammatical functions but with slightly different implicational properties. Contrary to what has been assumed, elative superlatives are not limited to fixed expressions and formal written language. Creative uses abound in blog texts and sports commentaries."
ELIZABETH COPPOCK,'Most' vs. 'the most' in languages where 'the more' means 'most',"This paper focuses on languages in which a superlative interpretation is typically indicated merely by a combination of a definiteness marker with a comparative marker, including French, Spanish, Italian, Romanian, and Greek ('DEF+CMP languages'). Despite ostensibly using definiteness markers to form the superlative, superlatives are not always definite-marked in these languages, and the distribution of definiteness-marking varies from language to language. To account for the cross-linguistic variation, we iden- tify conflicting pressures that all of the languages in consideration may be subject to, and suggest that different languages prioritize differently in the resolution of these conflicts. What these languages have in common, we suggest, is a mechanism of Definite Null Instantiation for the degree-type standard argument of the comparative. Among the parameters along which languages are proposed to differ is the relative importance of marking uniqueness vs. avoiding determiners with predicates of entities that are not individuals."
ELIZABETH COPPOCK,Proportional implies relative: A typological universal,"We give evidence from a geographically, genetically, and typologically diverse set of languages (drawn from 26 different language families and every continent) for the following typological universal: Regardless of the morphosyntactic strategy used by a language to form superlatives, if superlative morphosyntax can be applied to much or many, then the result can be used to express a relative reading (as in Hillary has visited the most continents (out of everyone)) but not necessarily a proportional reading (as in Hillary has visited most of the continents). Thus, no language deploys the regular superlative of much/many for the proportional but not the relative reading. We also give a rough estimate of how rare proportional readings for quantity superlatives are: about 10%. Nevertheless, we show that proportional readings arise with a diverse set of strategies for forming superlatives, and discuss the cases of Basque, Hausa, and Georgean (the last of which is most surprising)."
ELIZABETH COPPOCK,The proper treatment of egophoricity in Kathmandu Newari,"We develop a theory of so-called 'conjunct-disjunct marking', also known as 'egophoricity', in Kathmandu Newari. The signature pattern of egophoricity looks a bit like person agreement: In declaratives, there is a special marker that goes on first person verbs, but not second or third person (e.g. 'I drank-EGO too much'). But in interrogatives, the same marker goes on second person (e.g. 'Did you-EGO drink too much?'). This is called interrogative flip. Egophoric marking also interacts interestingly with the presence of evidential markers, and comes with an implication of knowing self-reference (emphasized in Newari by a restriction to volitional action). Our paper discusses two previous approaches, which we label indexical and evidential, and motivate our account, which we label egophoric. Along the way, we develop a theory of how de se attitudes are communicated."
ELIZABETH COPPOCK,Informativity in image captions vs. referring expressions,"At the intersection between computer vision and natural language processing, there has been recent progress on two natural language generation tasks: Dense Image Captioning and Referring Expression Generation for objects in complex scenes. The former aims to provide a caption for a specified object in a complex scene for the benefit of an interlocutor who may not be able to see it. The latter aims to produce a referring expression that will serve to identify a given object in a scene that the interlocutor can see. The two tasks are designed for different assumptions about the common ground between the interlocutors, and serve very different purposes, although they both associate a linguistic description with an object in a complex scene. Despite these fundamental differences, the distinction between these two tasks is sometimes overlooked. Here, we undertake a side-by-side comparison between image captioning and reference game human datasets and show that they differ systematically with respect to informativity. We hope that an understanding of the systematic differences among these human datasets will ultimately allow them to be leveraged more effectively in the associated engineering tasks."
ELIZABETH COPPOCK,Outlook-based semantics,"This paper presents and advocates an approach to the semantics of opinion statements, including matters of personal taste and moral claims. In this framework, 'outlook-based semantics', the circumstances of evaluation are not composed of a possible world and a judge (as in 'world-judge relativism'); rather, outlooks replace possible worlds in the role of circumstance of evaluation. Outlooks are refinements of worlds that settle not only matters of fact but also matters of opinion. Several virtues of the framework and advantages over existing implementations of world-judge relativism are demonstrated in this paper. First, world-judge relativism does not actually explain the 'disagreement' of 'faultless disagreement', while a straightforward explanation suggests itself in outlook-based semantics. Second, outlook-based semantics provides an account of subjective attitude verbs that can capture lack of opinionatedness. Third, outlook-based semantics unproblematically explains the connection-building role of aesthetic discourse and the group-relevance of discretionary assertions, while capturing the same effects in world-judge relativism obviates the purpose of the judge parameter. Finally, because the proposed circumstances of evaluation (outlooks) are entirely analogous to possible worlds, the framework is easy to use and extend."
ELIZABETH COPPOCK,Universals in superlative semantics,
ELIZABETH COPPOCK,Universals in superlative semantics: supplementary material,
ELIZABETH COPPOCK,Definiteness and determinacy,"This paper distinguishes between definiteness and determinacy. Definiteness is seen as a morphological category which, in English, marks a (weak) uniqueness presupposition, while determinacy consists in denoting an individual. Definite descriptions are argued to be fundamentally predicative, presupposing uniqueness but not existence, and to acquire existential import through general type-shifting operations that apply not only to definites, but also indefinites and possessives. Through these shifts, argumental definite descriptions may become either determinate (and thus denote an individual) or indeterminate (functioning as an existential quantifier). The latter option is observed in examples like ‘Anna didn’t give the only invited talk at the conference’, which, on its indeterminate reading, implies that there is nothing in the extension of ‘only invited talk at the conference’. The paper also offers a resolution of the issue of whether possessives are inherently indefinite or definite, suggesting that, like indefinites, they do not mark definiteness lexically, but like definites, they typically yield determinate readings due to a general preference for the shifting operation that produces them."
ELIZABETH COPPOCK,Defining definiteness in Turoyo,"This paper puts forth an expanded typology of definiteness marking, which includes not only ‘strong’ and ‘weak’ but also ‘super-weak’. It also proposes a methodology for identifying ‘super-weak’ definites, and applies it to Ṭuroyo, an endangered Semitic language. Data from questionnaires and interviews shows that Ṭuroyo’s definite article has a very wide distribution, including anti-uniqueness effects with exclusives, suggesting ‘super-weak’ status. Syntactic factors also affect their distribution: We find definiteness-spreading uses with demonstratives and possessives, even in non-contrastive environments, and superlative adjectives appear to compete for the article’s syntactic position. On the semantic side, we propose that Ṭuroyo’s definiteness-markers are not ‘weak’ but ‘super-weak’ articles. To explain their anaphoric uses, typical of ‘strong’ articles, we propose that the typology is arranged as a cline ordered by entailment, so that stronger articles entail weaker ones."
ELIZABETH COPPOCK,Challenge problems for a theory of degree multiplication,"This paper offers a theory of degree multiplication in natural language semantics. Motivation for the development such a theory comes from proportional readings of quantity words and rate expressions such as miles per hour. After laying out a set of ‘challenge problems’ that any good theory of degree multiplication should be able to handle, I set about solving them, borrowing mathematical tools from quantity calculus. These algebraic foundations are integrated into a compositional Montagovian framework, yielding a system that can solve, or partially solve, some of the problems."
ELIZABETH COPPOCK,Implicatures of modified numerals: quantity or quality?,"We propose a new analysis of modified numerals that allows us to: (i) predict ignorance with respect to the prejacent of at least (and thereby avoid to Bernard Schwarz's recent criticism of Coppock and Brochhagen 2013), (ii) get a three-way contrast between superlative modifiers, comparative modifiers, and numerals, without appeal to a two-sided analysis of numerals, and (iii) avoid the prediction that at least should produce quantity implciatures when only is not a grammatical alternative. With it, we reconcile Westera and Brasoveanu's (2014) findings with the achievements of the Coppock and Brochhagen account, bring that work in line with recent theorizing in inquisitive semantics using downward-closed possibilities, and show that inquisitive sincerity can interact with Horn-based quantity in a non-trivial way, something that may be fruitful to consider in other domains as well."
ELIZABETH COPPOCK,Granularity in the semantics of comparison,"This paper makes the novel observation that definite comparatives, such as the bigger circle, impose restrictions on the cardinality of the comparison class (CC) against which their truth conditions are evaluated. We show that the corpus frequency counts of definite comparatives sharply drop when the comparison class used for their interpretation is formed by more than two individuals. Two alternative theories of these distributional facts are considered and tested experimentally through an acceptability judgment task. According to the first theory, the 2-Individuals Theory, definite comparatives presuppose that the CC is of cardinality 2; under the second theory, the 2-Degrees Theory, the meaning of the comparative is evaluated against a granularity γ that maps the individuals in the CC to degrees in the relevant adjectival scale, and definite comparatives presuppose that the set of the degrees resulting from this mapping is of cardinality 2. Our experimental results show that definite comparative descriptions are most frequent and felicitous when evaluated against comparison classes with two individuals, but also that acceptability drops off with higher cardinalities in a gradient manner that is sensitive to granularity. Taken together, these findings argue against the 2-Individuals theory of definite comparatives and lend support to the 2-Degrees theory."
ELIZABETH COPPOCK,It's not what you expected! The surprising nature of cleft alternatives in French and English,"While much prior literature on the meaning of clefts—such as the English form “it is X who Z-ed”—concentrates on the nature and status of the exhaustivity inference (“nobody/nothing other than X Z”), we report on experiments examining the role of the doxastic status of alternatives on the naturalness of c'est-clefts in French and it-clefts in English. Specifically, we study the hypothesis that clefts indicate a conflict with a doxastic commitment held by some discourse participant. Results from naturalness tasks suggest that clefts are improved by a property we term “contrariness” (along the lines of Zimmermann, 2008). This property has a gradient effect on felicity judgments: the more strongly interlocutors appear committed to an apparently false notion, the better it is to repudiate them with a cleft."
ELIZABETH COPPOCK,Superlative modifiers as modified superlatives,"The superlative modifiers at least and at most are quite famous, but their cousins at best, at the latest, at the highest, etc., are less well-known. This paper is devoted to the entire family. New data is presented illustrating the productivity of the pattern, identifying a generalization delimiting it, and showing that the cousins, too, have the pragmatic effects that have attracted so much attention to at least and at most. To capture the productivity, I present a new decomposition of at least into recombinable parts. Most notable is the at-component (silent in some languages), which takes advantage of the comparison class argument of the superlative to produce the set of possibilities involved in the ignorance implicatures that superlative modifiers are known for. A side-effect is a new view on gradable predicates, accounting for uses like 88 degrees is too hot. "
ELIZABETH COPPOCK,Proportional implies relative: a typological universal,"We give evidence from a geographically, genetically, and typologically diverse set of languages (drawn from 26 different language families and every continent) for the following typological universal: Regardless of the morphosyntactic strategy used by a language to form superlatives, if superlative morphosyntax can be applied to ‘much’ or ‘many’, then the result can be used to express a relative reading (as in Hillary has visited the most continents (out of everyone)) but not necessarily a proportional reading (as in Hillary has visited most of the continents). Thus, no language deploys the regular superlative of ‘much’/‘many’ for the proportional but not the relative reading. We also give a rough estimate of how rare proportional readings for quantity superlatives are: about 10%. Nevertheless, we show that proportional readings arise with a diverse set of strategies for forming superlatives."
ELIZABETH COPPOCK,Ignorance implicatures of modified numerals,"Modified numerals, such as at least three and more than five, are known to sometimes give rise to ignorance inferences. However, there is disagreement in the literature regarding the nature of these inferences, their context dependence, and differences between at least and more than. We present a series of experiments which sheds new light on these issues. Our results show that (a) the ignorance inferences of at least are more robust than those of more than, (b) the presence and strength of the ignorance inferences triggered by both at least and more than depends on the question under discussion (QUD), and (c) whether ignorance inferences are detected in a given experimental setting depends partly on the task that participants are asked to perform (e.g., an acceptability task versus an inference task). We offer an Optimality Theoretic account of these findings. In particular, the task effect is captured by assuming that in performing an acceptability task, participants take the speaker’s perspective in order to determine whether an expression is optimal given a certain epistemic state, while in performing an inference task they take the addressee’s perspective in order to determine what the most likely epistemic state of the speaker is given a certain expression. To execute the latter task in a fully rational manner, participants have to perform higher-order reasoning about alternative expressions the speaker could have used. Under the assumption that participants do not always perform such higher-order reasoning but also often resort to so-called unidirectional optimization, the task effect finds a natural explanation. This also allows us to relate our finding to asymmetries between comprehension and production that have been found in language acquisition."
DONNA B PINCUS,Identifying and making recommendations for pediatric anxiety disorders in primary care settings: a video-based training,"INTRODUCTION: Pediatric anxiety disorders have high rates of prevalence and confer risk for later disorders if they go undetected. In primary care, they are underdiagnosed, partly because pediatricians often lack relevant training. We developed a brief, video-based training program for pediatric residents aimed at improving early identification of anxiety disorders in primary care. METHODS: Video content was consistent with the American Academy of Pediatrics Behavioral Health Competencies, as applied to the evaluation of anxiety disorders and guidance for discussing treatment options. This training can be delivered in two formats: videos (43 minutes) can be shown in a live, group-based format, or accessed via an online, asynchronous training. We tested this training program using both formats and developed surveys to evaluate knowledge about child anxiety, perceived evaluation skills, and satisfaction with the training. We also developed a video-based vignette to measure sensitivity to detecting disorders (how much the condition is interfering, diagnostic severity, and referral urgency). RESULTS: Pediatric residents from two residency programs completed the training and pre- and posttraining assessments to evaluate program efficacy. Residents' knowledge and perceived evaluation skills increased posttraining, with large effect sizes. Residents also demonstrated increased sensitivity to detecting anxiety disorders on the vignette-based assessment and reported high levels of satisfaction. DISCUSSION: Our results suggested that residents participating in this training improved their evaluation skills and that residents found the training beneficial. Video-based trainings can significantly supplement existing education. This cost-effective and minimally burdensome training program can be used to enhance resident education in a much-needed area."
DONNA B PINCUS,Predictors of treatment satisfaction among adolescents following an intensive cognitive-behavioral intervention for panic disorder,"No studies to date examine predictors of treatment satisfaction following intensive cognitive-behavioral therapy interventions among adolescents. Given the challenges to treatment adherence among adolescents, and the promise intensive interventions hold for providing rapid symptom relief and increasing access to care, data examining adolescents' satisfaction with intensive programs are needed. Twenty-four adolescents (ages 12-17) with panic disorder received an eight-day intensive cognitive-behavioral therapy intervention. Pre-treatment characteristics and clinical outcome variables were examined as predictors of satisfaction at post-treatment and three-months follow-up. Multiple regression analyses revealed that higher levels of overall symptom interference at baseline and greater reductions in agoraphobic fear during treatment predicted greater treatment satisfaction at post-treatment. Only satisfaction at post-treatment significantly predicted treatment satisfaction at follow-up, highlighting the potential influence of treatment satisfaction on long-term perceptions of treatment. Considerations for fostering treatment satisfaction in the context of intensive interventions are discussed."
HENGYE MAN,"Environmental enrichment facilitates cocaine-cue extinction, deters reacquisition of cocaine self-administration and alters AMPAR GluA1 expression and phosphorylation","This study investigated the combination of environmental enrichment (EE) with cocaine‐cue extinction training on reacquisition of cocaine self‐administration. Rats were trained under a second‐order schedule for which responses were maintained by cocaine injections and cocaine‐paired stimuli. During three weekly extinction sessions, saline was substituted for cocaine but cocaine‐paired stimuli were presented. Rats received 4‐h periods of EE at strategic time points during extinction training, or received NoEE. Additional control rats received EE or NoEE without extinction training. One week later, reacquisition of cocaine self‐administration was evaluated for 15 sessions, and then GluA1 expression, a cellular substrate for learning and memory, was measured in selected brain regions. EE provided both 24 h before and immediately after extinction training facilitated extinction learning and deterred reacquisition of cocaine self‐administration for up to 13 sessions. Each intervention by itself (EE alone or extinction alone) was ineffective, as was EE scheduled at individual time points (EE 4 h or 24 h before, or EE immediately or 6 h after, each extinction training session). Under these conditions, rats rapidly reacquired baseline rates of cocaine self‐administration. Cocaine self‐administration alone decreased total GluA1 and/or pSer845GluA1 expression in basolateral amygdala and nucleus accumbens. Extinction training, with or without EE, opposed these changes and also increased total GluA1 in ventromedial prefrontal cortex and dorsal hippocampus. EE alone increased pSer845GluA1 and EE combined with extinction training decreased pSer845GluA1 in ventromedial prefrontal cortex. EE might be a useful adjunct to extinction therapy by enabling neuroplasticity that deters relapse to cocaine self‐administration."
